"","online_order","reservations","ratings","votes","two_meal_cost","city","phone_count","favorite_count","menu_listed","grouped_cuisine_Asian","grouped_cuisine_Drinks","grouped_cuisine_European","grouped_cuisine_Western","grouped_cuisine_Vegetarian","grouped_cuisine_Other","grouped_cuisine_Eastern_Indian","grouped_cuisine_Middle_East","grouped_cuisine_North_Indian","grouped_cuisine_Souhtern_Indian","grouped_cuisine_Western_Indian","restaurant_type_Cafe_Tea","restaurant_type_Dessert_Parlor","restaurant_type_Fine_Dining","restaurant_type_Quick_Bites","restaurant_type_Bar","restaurant_type_Delivery","food_list_type_Unkown","food_list_type_Sheet_Shop","food_list_type_Takeaway","food_list_type_Bars"
"4041",1,0,2.8,55,400,"MG Road",2,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"4042",1,0,2.8,56,400,"Frazer Town",2,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"4043",1,0,2.8,56,400,"Frazer Town",2,2,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"4044",1,0,3.4,13,200,"Koramangala 6th Block",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"4045",1,0,3.3,8,400,"Indiranagar",2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4046",1,0,3.3,8,400,"Old Airport Road",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4047",1,0,3.3,8,400,"Old Airport Road",2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4048",1,0,3.3,394,400,"BTM",2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4049",1,0,3.3,394,400,"Jayanagar",2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4050",1,0,3.3,394,400,"Koramangala 4th Block",2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4051",1,0,3.3,395,400,"Jayanagar",2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4052",1,0,3.3,395,400,"Koramangala 4th Block",2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4053",1,0,3.3,395,400,"Koramangala 7th Block",2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4054",1,0,3.3,396,400,"Koramangala 7th Block",2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4055",1,0,3.2,13,300,"HSR",2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"4056",1,0,3.2,13,300,"Jayanagar",2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"4057",1,0,3.2,13,300,"Koramangala 5th Block",2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"4058",1,0,3.2,13,300,"Koramangala 6th Block",2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"4059",1,0,3.2,13,300,"Koramangala 7th Block",2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"4060",0,0,3.4,5,400,"Marathahalli",2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4061",1,0,3.2,91,300,"Marathahalli",2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4062",1,0,3.2,92,300,"Whitefield",2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4063",1,0,3.3,90,300,"Brookefield",2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4064",0,0,2.9,16,500,"Bellandur",2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
"4065",0,0,2.9,16,500,"Sarjapur Road",2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
"4066",0,0,2.8,93,500,"Indiranagar",2,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
"4067",0,0,2.8,93,500,"Old Airport Road",2,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
"4068",0,0,2.8,97,500,"Old Airport Road",2,4,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
"4069",0,0,3,155,800,"Sarjapur Road",2,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
"4070",1,0,3.3,44,300,"Brookefield",2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4071",1,0,3.3,49,300,"Marathahalli",2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4072",1,0,3.3,49,300,"Marathahalli",2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4073",0,0,3,15,300,"Basavanagudi",2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4074",0,0,3.3,4,300,"New BEL Road",2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
"4075",0,0,3.2,4,300,"Kammanahalli",2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
"4076",1,0,3.4,13,300,"Indiranagar",2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4077",0,0,3.1,8,100,"Brookefield",2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4078",0,0,3.1,9,100,"Marathahalli",2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4079",0,0,3.2,21,300,"BTM",2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4080",0,0,3.3,33,300,"Brigade Road",2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4081",0,0,3.3,33,300,"Church Street",2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4082",0,0,3.3,33,300,"MG Road",2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4083",0,0,3.3,33,300,"Residency Road",2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4084",1,0,3.1,89,300,"Koramangala 5th Block",2,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4085",1,0,3.1,89,350,"BTM",2,7,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4086",1,0,3.1,89,350,"Jayanagar",2,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4087",1,0,3.1,89,350,"JP Nagar",2,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4088",1,0,3.1,89,350,"Koramangala 4th Block",2,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4089",1,0,3.1,90,300,"Koramangala 7th Block",2,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4090",1,0,3,57,400,"Basavanagudi",2,3,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4091",1,0,3,57,400,"BTM",2,3,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4092",1,0,3,57,400,"Jayanagar",2,3,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4093",1,0,3,57,400,"JP Nagar",2,3,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4094",1,0,3,58,400,"Koramangala 7th Block",2,3,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4095",0,0,2.6,118,1200,"Marathahalli",2,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1
"4096",1,0,2.6,118,1200,"Brookefield",2,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1
"4097",1,0,3.1,119,700,"Banashankari",2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
"4098",1,0,3.1,119,700,"Basavanagudi",2,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
"4099",1,0,3.2,23,150,"Indiranagar",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4100",1,0,3.2,23,150,"Old Airport Road",2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4101",1,0,2.9,172,300,"Bannerghatta Road",2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4102",1,0,2.9,177,300,"BTM",2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4103",1,0,2.9,178,300,"Koramangala 5th Block",2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4104",1,0,3,179,300,"Koramangala 7th Block",2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4105",1,0,3.3,396,300,"JP Nagar",2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4106",1,0,3.3,397,300,"Jayanagar",2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4107",1,0,3.1,19,300,"Bellandur",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4108",1,0,3.1,20,300,"Sarjapur Road",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4109",1,0,3.1,20,300,"Sarjapur Road",2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4110",1,0,3.1,39,300,"Basavanagudi",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4111",1,0,3.1,39,300,"Jayanagar",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4112",1,0,3,96,300,"BTM",2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4113",1,0,3.2,4,300,"Bellandur",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4114",1,0,3.2,4,300,"Bellandur",2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4115",1,0,3.2,4,300,"HSR",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4116",1,0,3.2,4,300,"Sarjapur Road",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4117",0,0,3.4,36,NA,"Koramangala 5th Block",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"4118",1,0,3.3,5,300,"Rajajinagar",2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
"4119",0,0,3.3,7,600,"BTM",2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
"4120",0,0,3.3,7,600,"Koramangala 5th Block",2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
"4121",0,0,3.3,7,600,"Koramangala 6th Block",2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
"4122",1,0,2.9,20,600,"Jayanagar",2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
"4123",0,0,3.3,17,200,"Banashankari",2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4124",0,0,3.3,17,200,"Basavanagudi",2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4125",1,0,2.6,20,400,"Bellandur",2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"4126",1,0,2.6,22,400,"Sarjapur Road",2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4127",1,0,2.6,22,400,"Sarjapur Road",2,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4128",1,0,3.2,33,250,"Bannerghatta Road",2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4129",1,0,3.2,33,250,"BTM",2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4130",1,0,3.3,34,300,"Jayanagar",2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4131",1,0,3.3,55,250,"Old Airport Road",2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4132",1,0,3.3,58,300,"Kalyan Nagar",2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4133",1,0,3.3,58,300,"Kalyan Nagar",2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4134",1,0,3.3,58,300,"Kammanahalli",2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4135",1,0,3.4,157,300,"MG Road",2,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4136",0,0,3.3,6,350,"Sarjapur Road",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"4137",0,0,3.2,7,200,"Electronic City",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4138",1,0,3.4,7,150,"Lavelle Road",2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"4139",1,0,3.4,8,150,"Rajajinagar",2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"4140",0,0,3.1,20,400,"Marathahalli",2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4141",0,0,3.1,9,300,"New BEL Road",2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"4142",1,0,3.3,8,300,"HSR",2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"4143",1,0,3.3,9,300,"Sarjapur Road",2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"4144",0,0,3.1,12,300,"Rajajinagar",2,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
"4145",0,0,3.2,12,700,"Lavelle Road",2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
"4146",0,0,3.2,135,300,"Jayanagar",2,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
"4147",0,0,3.4,133,300,"Basavanagudi",2,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
"4148",1,0,2.6,124,500,"Indiranagar",2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4149",1,0,2.6,125,500,"Frazer Town",2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4150",1,0,2.7,125,500,"Old Airport Road",2,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4151",1,0,2.8,109,500,"Brigade Road",2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"4152",1,0,2.8,109,500,"Brigade Road",2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"4153",1,0,2.8,109,500,"Church Street",2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"4154",1,0,2.8,110,500,"Koramangala 7th Block",2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"4155",1,0,2.8,110,500,"Lavelle Road",2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"4156",1,0,2.8,110,500,"MG Road",2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"4157",1,0,2.9,111,500,"MG Road",2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"4158",1,0,2.9,111,500,"Residency Road",2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"4159",1,0,2.9,111,500,"Residency Road",2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"4160",0,0,2.8,41,400,"Electronic City",2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4161",0,0,3.4,20,1200,"Marathahalli",1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
"4162",1,0,3.2,7,700,"Bannerghatta Road",2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"4163",1,0,3,23,600,"Sarjapur Road",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"4164",1,0,3,23,600,"Sarjapur Road",2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"4165",0,0,3.4,11,700,"Electronic City",2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"4166",0,0,3.4,10,350,"Rajajinagar",2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"4167",1,0,2.8,94,300,"Indiranagar",2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4168",1,0,2.8,94,300,"Koramangala 4th Block",2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4169",1,0,3.1,15,200,"Bellandur",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4170",0,0,3.2,9,300,"Kalyan Nagar",2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"4171",0,0,3.2,9,300,"Kammanahalli",2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"4172",0,0,3.3,5,700,"Electronic City",2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
"4173",1,0,3.3,7,600,"Bellandur",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4174",1,0,3,15,450,"Marathahalli",2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4175",1,0,3.3,17,450,"Kalyan Nagar",2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4176",1,0,3.3,17,450,"Kammanahalli",2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4177",0,0,3.1,4,150,"Sarjapur Road",2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4178",0,0,3.2,8,400,"Bannerghatta Road",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4179",0,0,3.2,8,400,"JP Nagar",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4180",1,0,2.9,57,400,"Bannerghatta Road",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4181",0,0,2.9,59,600,"Marathahalli",2,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
"4182",1,0,2.2,310,750,"Brookefield",2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4183",1,0,2.4,204,750,"Bannerghatta Road",2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4184",1,0,2.6,104,750,"Marathahalli",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
"4185",1,0,2.7,159,750,"BTM",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4186",1,0,2.7,159,750,"Jayanagar",2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4187",1,0,2.7,195,750,"Electronic City",2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4188",1,0,2.8,105,600,"Bellandur",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4189",1,0,2.8,340,750,"Malleshwaram",2,7,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"4190",1,0,2.9,142,750,"Basavanagudi",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4191",1,0,3.1,10,750,"Indiranagar",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"4192",1,0,3.1,150,750,"Sarjapur Road",2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4193",1,0,3.1,452,750,"HSR",2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4194",1,0,3.2,22,750,"Kalyan Nagar",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4195",1,0,3.3,19,750,"BTM",2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"4196",1,0,3.3,302,750,"Frazer Town",2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"4197",1,0,3.1,8,350,"Indiranagar",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4198",1,0,3.1,8,350,"Old Airport Road",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4199",1,0,2.9,57,600,"Malleshwaram",2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4200",1,0,2.9,57,600,"Rajajinagar",2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4201",1,0,3,87,600,"Banashankari",2,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4202",1,0,3.1,75,600,"New BEL Road",2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4203",1,0,3.2,44,600,"Bellandur",2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4204",1,0,3.2,44,600,"HSR",2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4205",1,0,3.2,44,600,"Sarjapur Road",2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4206",1,0,3.2,166,600,"Indiranagar",2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4207",1,0,3.2,166,600,"Indiranagar",2,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4208",1,0,3.2,166,600,"Koramangala 4th Block",2,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4209",1,0,3.2,166,600,"Koramangala 5th Block",2,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4210",1,0,3.2,166,600,"Koramangala 6th Block",2,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4211",1,0,3.2,166,600,"Old Airport Road",2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4212",1,0,3.2,166,600,"Old Airport Road",2,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4213",1,0,2.9,25,300,"Lavelle Road",2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4214",1,0,2.9,26,300,"Residency Road",2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4215",0,0,3.3,4,300,"Whitefield",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4216",0,0,3.3,5,500,"Koramangala 4th Block",2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"4217",0,0,3.3,5,500,"Koramangala 5th Block",2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"4218",0,0,3.3,5,500,"Koramangala 6th Block",2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"4219",0,0,3.3,5,500,"Koramangala 7th Block",2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"4220",0,0,3.3,4,400,"Whitefield",2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"4221",0,0,3.2,4,200,"Electronic City",2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"4222",0,0,3.1,9,100,"MG Road",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"4223",0,0,3.1,9,100,"Residency Road",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"4224",1,0,3.1,9,100,"Brigade Road",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"4225",1,0,3.1,9,100,"Frazer Town",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"4226",0,0,3.3,29,200,"Basavanagudi",2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"4227",1,0,3.2,41,300,"Church Street",2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"4228",1,0,3.2,41,300,"Frazer Town",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
