"","online_order","reservations","ratings","votes","two_meal_cost","city","phone_count","favorite_count","menu_listed","grouped_cuisine_Asian","grouped_cuisine_Drinks","grouped_cuisine_European","grouped_cuisine_Western","grouped_cuisine_Vegetarian","grouped_cuisine_Other","grouped_cuisine_Eastern_Indian","grouped_cuisine_Middle_East","grouped_cuisine_North_Indian","grouped_cuisine_Souhtern_Indian","grouped_cuisine_Western_Indian","restaurant_type_Cafe_Tea","restaurant_type_Dessert_Parlor","restaurant_type_Fine_Dining","restaurant_type_Quick_Bites","restaurant_type_Bar","restaurant_type_Delivery","food_list_type_Unkown","food_list_type_Sheet_Shop","food_list_type_Takeaway","food_list_type_Bars"
"14115",1,0,3.9,125,400,"MG Road",2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"14116",1,0,3.9,148,400,"Basavanagudi",2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14117",1,0,4,115,400,"Banashankari",2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"14118",1,0,4,125,400,"Old Airport Road",2,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"14119",1,0,4,132,400,"New BEL Road",2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"14120",1,0,4,152,400,"Bellandur",2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"14121",1,0,4,152,400,"Bellandur",2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"14122",1,0,4,154,400,"Kammanahalli",2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"14123",1,0,4,182,400,"Bannerghatta Road",2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"14124",1,0,4,183,400,"JP Nagar",2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"14125",0,0,3.8,46,300,"Marathahalli",2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"14126",0,0,4,917,800,"HSR",2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"14127",1,0,4,169,800,"Jayanagar",0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"14128",1,0,4,173,800,"Koramangala 7th Block",0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"14129",1,0,4,201,800,"Basavanagudi",2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"14130",1,0,3.9,59,500,"Frazer Town",2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"14131",1,0,3.9,63,500,"Old Airport Road",2,2,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"14132",1,0,3.9,163,300,"BTM",2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"14133",1,0,4,164,300,"Jayanagar",2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"14134",1,0,3.8,9,400,"BTM",2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"14135",1,0,4,172,300,"Malleshwaram",2,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"14136",1,0,3.9,365,900,"New BEL Road",2,7,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"14137",0,1,3.9,268,2000,"Whitefield",2,7,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"14138",0,0,3.9,65,100,"Jayanagar",2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14139",0,0,3.8,72,150,"Whitefield",2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"14140",1,0,4,32,300,"Brigade Road",2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"14141",1,0,4,32,300,"Church Street",2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"14142",1,0,4,32,300,"Frazer Town",2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"14143",1,0,4,32,300,"Indiranagar",2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"14144",1,0,4,32,300,"MG Road",2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"14145",0,1,3.9,291,1500,"Sarjapur Road",2,7,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
"14146",0,1,4,617,1800,"Rajajinagar",2,7,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1
"14147",0,0,3.9,74,1200,"Whitefield",2,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1
"14148",0,0,4,42,300,"Banashankari",2,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"14149",0,0,4,42,300,"Basavanagudi",2,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"14150",1,0,3.8,138,500,"Bellandur",2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"14151",1,0,3.8,139,500,"HSR",2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"14152",1,0,3.8,140,500,"HSR",2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"14153",1,0,3.9,149,500,"Sarjapur Road",2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"14154",1,0,3.9,370,200,"Brigade Road",2,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"14155",1,0,3.9,370,200,"Church Street",2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"14156",1,0,3.9,370,200,"Church Street",2,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"14157",1,0,3.9,371,200,"Frazer Town",2,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"14158",1,0,3.9,376,200,"Lavelle Road",2,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"14159",1,0,3.9,376,200,"Residency Road",2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"14160",1,0,3.9,376,200,"Residency Road",2,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"14161",1,0,3.9,377,200,"Brigade Road",2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"14162",0,0,4,138,800,"Koramangala 4th Block",2,7,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
"14163",0,0,4,138,800,"Koramangala 5th Block",2,7,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
"14164",0,0,4,138,800,"Koramangala 6th Block",2,7,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
"14165",0,0,4,138,800,"Koramangala 7th Block",2,7,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
"14166",1,0,4,138,800,"BTM",2,7,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
"14167",1,1,3.9,202,500,"BTM",2,7,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"14168",1,1,3.9,202,500,"Koramangala 4th Block",2,7,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"14169",0,0,4,102,300,"Brigade Road",2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"14170",0,0,4,107,300,"MG Road",2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"14171",0,0,4,109,300,"Residency Road",2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"14172",1,0,3.8,126,300,"Sarjapur Road",2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"14173",1,0,3.8,305,300,"Koramangala 5th Block",2,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"14174",1,0,3.9,302,300,"Brigade Road",2,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"14175",1,0,3.9,302,300,"Indiranagar",2,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"14176",1,0,3.9,303,300,"Koramangala 4th Block",2,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"14177",1,0,3.9,306,300,"Koramangala 6th Block",2,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"14178",1,0,3.9,307,300,"Old Airport Road",2,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"14179",1,0,3.9,162,300,"Brookefield",2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"14180",1,0,3.9,34,200,"Basavanagudi",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"14181",0,0,4,213,500,"BTM",2,7,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
"14182",0,0,4,213,NA,"BTM",0,7,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
"14183",0,0,3.9,47,500,"Kalyan Nagar",2,5,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
"14184",0,0,3.9,47,500,"Kammanahalli",2,5,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
"14185",0,0,3.9,54,500,"Kammanahalli",2,5,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
"14186",1,0,3.8,140,700,"Kalyan Nagar",2,5,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"14187",1,0,3.8,140,700,"Kammanahalli",2,5,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"14188",0,0,3.9,89,400,"Church Street",2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"14189",0,0,3.9,91,400,"Lavelle Road",1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"14190",0,0,3.9,91,400,"Residency Road",2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"14191",1,0,3.8,26,400,"BTM",0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"14192",1,0,3.8,29,400,"Bannerghatta Road",2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
"14193",1,0,3.9,17,400,"New BEL Road",1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"14194",1,0,3.9,45,400,"JP Nagar",2,2,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"14195",1,0,3.9,54,400,"Frazer Town",2,3,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
"14196",1,0,3.9,106,400,"Sarjapur Road",2,3,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"14197",1,0,3.9,210,400,"Basavanagudi",2,7,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
"14198",1,0,3.9,210,400,"BTM",2,7,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"14199",1,0,3.9,210,400,"JP Nagar",2,7,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"14200",1,0,3.9,211,400,"Jayanagar",2,7,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"14201",1,0,4,168,400,"Koramangala 4th Block",2,7,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"14202",1,0,4,169,400,"Koramangala 5th Block",2,7,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"14203",1,0,4,169,400,"Koramangala 5th Block",2,7,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"14204",1,0,4,169,400,"Koramangala 6th Block",2,7,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"14205",1,0,4,169,400,"Koramangala 6th Block",2,7,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"14206",1,0,4,567,400,"Indiranagar",2,7,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
"14207",1,0,4,568,400,"Brigade Road",2,7,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"14208",1,0,4,571,400,"MG Road",1,7,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"14209",1,0,4,571,400,"Old Airport Road",1,7,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"14210",1,0,4,571,400,"Old Airport Road",2,7,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"14211",1,0,3.8,103,400,"Koramangala 5th Block",2,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
"14212",1,0,3.8,103,400,"Koramangala 7th Block",2,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
"14213",0,0,3.8,115,1200,"Electronic City",2,7,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
"14214",0,0,3.9,440,400,"JP Nagar",2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14215",1,0,3.8,192,450,"Church Street",2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14216",1,0,3.8,200,450,"MG Road",2,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14217",1,0,3.8,369,400,"Bannerghatta Road",2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14218",1,0,3.8,373,400,"Rajajinagar",2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14219",1,0,3.8,476,450,"Koramangala 4th Block",2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14220",1,0,3.8,477,450,"Koramangala 5th Block",2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14221",1,0,3.8,480,450,"Koramangala 6th Block",2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14222",1,0,3.8,505,450,"Banashankari",2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14223",1,0,3.8,505,450,"Basavanagudi",2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14224",1,0,3.9,167,450,"Whitefield",2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
"14225",1,0,3.9,332,400,"Old Airport Road",2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14226",1,0,3.9,332,400,"Old Airport Road",2,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14227",1,0,3.9,348,400,"BTM",2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14228",1,0,3.9,536,450,"Marathahalli",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14229",1,0,3.9,581,400,"New BEL Road",2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14230",1,0,3.9,581,400,"New BEL Road",2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14231",1,0,3.9,654,450,"Koramangala 7th Block",2,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14232",1,0,3.9,682,450,"Electronic City",2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14233",1,0,4,351,400,"Jayanagar",2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14234",1,0,4,358,400,"Koramangala 7th Block",2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14235",1,0,4,52,450,"Koramangala 4th Block",2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14236",1,0,3.8,62,350,"BTM",2,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14237",1,0,3.8,63,350,"Koramangala 4th Block",2,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14238",1,0,3.8,63,350,"Koramangala 5th Block",2,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14239",1,0,3.8,63,350,"Koramangala 6th Block",2,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14240",1,0,3.8,63,350,"Koramangala 6th Block",2,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14241",1,0,3.8,63,350,"Koramangala 7th Block",2,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14242",1,0,3.8,305,400,"Whitefield",2,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14243",1,0,3.8,305,400,"Whitefield",2,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14244",1,0,3.9,135,350,"BTM",2,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14245",1,0,3.9,135,350,"Jayanagar",2,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14246",1,0,3.9,135,350,"JP Nagar",2,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14247",1,0,3.9,185,350,"Church Street",2,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14248",1,0,4,186,350,"Lavelle Road",2,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14249",1,0,4,186,400,"Residency Road",2,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14250",1,0,4,1072,350,"Brigade Road",2,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14251",1,0,4,1072,350,"Indiranagar",2,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14252",1,0,4,1072,350,"Indiranagar",2,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14253",1,0,4,1074,350,"Frazer Town",2,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14254",1,0,4,1074,400,"MG Road",2,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14255",1,0,4,1074,400,"Old Airport Road",2,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14256",1,0,3.9,15,400,"HSR",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"14257",1,0,3.9,17,400,"Koramangala 4th Block",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"14258",1,0,4,154,200,"New BEL Road",2,5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"14259",1,0,3.9,240,600,"Kalyan Nagar",2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"14260",1,0,3.9,240,600,"Kalyan Nagar",2,7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"14261",1,0,3.9,240,600,"Kammanahalli",2,7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"14262",1,0,4,249,600,"Kammanahalli",2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"14263",1,0,4,528,350,"Brigade Road",2,7,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"14264",1,0,4,528,350,"Indiranagar",2,7,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"14265",1,0,4,528,350,"Old Airport Road",2,7,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"14266",1,0,4,529,350,"Koramangala 5th Block",2,7,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"14267",1,0,4,529,350,"Koramangala 6th Block",2,7,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"14268",1,0,4,529,350,"Koramangala 7th Block",2,7,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"14269",1,0,3.8,207,350,"Brookefield",2,7,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
"14270",1,0,3.8,207,350,"Brookefield",2,7,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
"14271",1,0,3.8,210,350,"Whitefield",2,7,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
"14272",0,0,3.8,263,650,"MG Road",2,7,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"14273",0,0,3.8,264,650,"Indiranagar",2,7,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"14274",1,0,3.8,149,700,"Malleshwaram",2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"14275",1,0,3.8,149,700,"Rajajinagar",2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"14276",0,0,3.8,63,300,"Frazer Town",2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"14277",0,0,3.8,52,300,"BTM",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"14278",0,0,3.8,52,300,"Koramangala 5th Block",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"14279",0,0,3.8,53,300,"Koramangala 7th Block",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"14280",1,0,3.9,64,300,"Jayanagar",2,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"14281",1,0,3.9,64,300,"Koramangala 4th Block",2,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"14282",1,0,3.9,64,300,"Koramangala 5th Block",2,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"14283",1,0,3.9,64,300,"Koramangala 5th Block",2,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"14284",1,0,3.9,64,300,"Koramangala 6th Block",2,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"14285",1,0,3.9,64,300,"Koramangala 6th Block",2,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"14286",1,0,3.8,144,700,"Banashankari",2,7,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"14287",1,0,3.8,144,700,"Basavanagudi",2,7,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"14288",1,0,3.8,145,700,"Jayanagar",2,7,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"14289",1,0,3.8,145,700,"JP Nagar",2,7,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"14290",1,0,3.8,306,400,"Kalyan Nagar",2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"14291",1,0,3.8,306,400,"Kammanahalli",2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"14292",1,0,3.8,27,500,"Malleshwaram",2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"14293",1,0,3.8,27,500,"Rajajinagar",2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"14294",0,0,3.8,210,500,"Marathahalli",2,7,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"14295",1,0,4,48,1500,"Brigade Road",2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"14296",1,0,4,48,1500,"Brigade Road",2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"14297",1,0,4,48,1500,"Church Street",2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"14298",1,0,4,48,1500,"Frazer Town",2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"14299",1,0,4,55,1500,"Lavelle Road",2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"14300",1,0,4,56,1500,"MG Road",2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"14301",1,0,4,56,1500,"MG Road",2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"14302",1,0,4,57,1500,"Residency Road",2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"14303",1,0,3.9,225,400,"Jayanagar",2,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0
